STATION,NAME,DATE,AWND,PRCP,TAVG,TMAX,TMIN,TOBS,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19
US1TXKN0040,"BERGHEIM 1.0 NE, TX US",9/1/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXKN0040,"BERGHEIM 1.0 NE, TX US",9/8/2010,,4.5,,,,,,,,,,,,,,,,,,,,,
US1TXKN0040,"BERGHEIM 1.0 NE, TX US",9/9/2010,,1.47,,,,,,,,,,,,,,,,,,,,,
US1TXKN0040,"BERGHEIM 1.0 NE, TX US",9/10/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXKN0040,"BERGHEIM 1.0 NE, TX US",9/14/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXKN0040,"BERGHEIM 1.0 NE, TX US",9/17/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXKN0040,"BERGHEIM 1.0 NE, TX US",9/18/2010,,0.25,,,,,,,,,,,,,,,,,,,,,
US1TXKN0040,"BERGHEIM 1.0 NE, TX US",9/19/2010,,0.2,,,,,,,,,,,,,,,,,,,,,
US1TXKN0040,"BERGHEIM 1.0 NE, TX US",9/20/2010,,0.24,,,,,,,,,,,,,,,,,,,,,
US1TXKN0040,"BERGHEIM 1.0 NE, TX US",9/21/2010,,0.07,,,,,,,,,,,,,,,,,,,,,
US1TXKN0040,"BERGHEIM 1.0 NE, TX US",9/23/2010,,0.12,,,,,,,,,,,,,,,,,,,,,
US1TXKN0040,"BERGHEIM 1.0 NE, TX US",9/25/2010,,0.11,,,,,,,,,,,,,,,,,,,,,
US1TXKN0040,"BERGHEIM 1.0 NE, TX US",9/26/2010,,0.09,,,,,,,,,,,,,,,,,,,,,
US1TXKN0040,"BERGHEIM 1.0 NE, TX US",9/28/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXKN0040,"BERGHEIM 1.0 NE, TX US",10/2/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXKN0040,"BERGHEIM 1.0 NE, TX US",10/4/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXKN0040,"BERGHEIM 1.0 NE, TX US",10/7/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXKN0040,"BERGHEIM 1.0 NE, TX US",10/12/2010,,0.02,,,,,,,,,,,,,,,,,,,,,
US1TXKN0040,"BERGHEIM 1.0 NE, TX US",10/19/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXKN0040,"BERGHEIM 1.0 NE, TX US",10/22/2010,,0.05,,,,,,,,,,,,,,,,,,,,,
US1TXKN0040,"BERGHEIM 1.0 NE, TX US",10/23/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXKN0040,"BERGHEIM 1.0 NE, TX US",11/2/2010,,0.51,,,,,,,,,,,,,,,,,,,,,
US1TXKN0040,"BERGHEIM 1.0 NE, TX US",11/3/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXKN0040,"BERGHEIM 1.0 NE, TX US",12/11/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXKN0040,"BERGHEIM 1.0 NE, TX US",12/19/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXKN0040,"BERGHEIM 1.0 NE, TX US",12/25/2010,,0.57,,,,,,,,,,,,,,,,,,,,,
US1TXKN0040,"BERGHEIM 1.0 NE, TX US",12/29/2010,,0.61,,,,,,,,,,,,,,,,,,,,,
US1TXKN0040,"BERGHEIM 1.0 NE, TX US",1/1/2011,,0,,,,,,,,,,,,,,,,,,,,,
US1TXKN0040,"BERGHEIM 1.0 NE, TX US",1/5/2011,,0.08,,,,,,,,,,,,,,,,,,,,,
US1TXKN0040,"BERGHEIM 1.0 NE, TX US",1/9/2011,,0.75,,,,,,,,,,,,,,,,,,,,,
US1TXKN0040,"BERGHEIM 1.0 NE, TX US",1/15/2011,,0.47,,,,,,,,,,,,,,,,,,,,,
US1TXKN0040,"BERGHEIM 1.0 NE, TX US",1/16/2011,,0.44,,,,,,,,,,,,,,,,,,,,,
US1TXKN0040,"BERGHEIM 1.0 NE, TX US",2/1/2011,,0.18,,,,,,,,,,,,,,,,,,,,,
US1TXKN0040,"BERGHEIM 1.0 NE, TX US",2/9/2011,,0.18,,,,,,,,,,,,,,,,,,,,,
US1TXKN0040,"BERGHEIM 1.0 NE, TX US",2/19/2011,,0.07,,,,,,,,,,,,,,,,,,,,,
US1TXKN0040,"BERGHEIM 1.0 NE, TX US",2/24/2011,,0.06,,,,,,,,,,,,,,,,,,,,,
US1TXKN0040,"BERGHEIM 1.0 NE, TX US",3/5/2011,,0.1,,,,,,,,,,,,,,,,,,,,,
US1TXKN0040,"BERGHEIM 1.0 NE, TX US",3/16/2011,,0.03,,,,,,,,,,,,,,,,,,,,,
US1TXKN0040,"BERGHEIM 1.0 NE, TX US",4/11/2011,,0.1,,,,,,,,,,,,,,,,,,,,,
US1TXKN0040,"BERGHEIM 1.0 NE, TX US",4/25/2011,,0.03,,,,,,,,,,,,,,,,,,,,,
US1TXKN0040,"BERGHEIM 1.0 NE, TX US",5/2/2011,,0.03,,,,,,,,,,,,,,,,,,,,,
US1TXKN0040,"BERGHEIM 1.0 NE, TX US",5/13/2011,,0.76,,,,,,,,,,,,,,,,,,,,,
US1TXKN0040,"BERGHEIM 1.0 NE, TX US",6/22/2011,,1.9,,,,,,,,,,,,,,,,,,,,,
US1TXKN0040,"BERGHEIM 1.0 NE, TX US",7/19/2011,,0.09,,,,,,,,,,,,,,,,,,,,,
US1TXKN0040,"BERGHEIM 1.0 NE, TX US",7/20/2011,,0.38,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",1/1/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",1/2/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",1/3/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",1/4/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",1/5/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",1/6/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",1/7/2010,,0.03,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",1/8/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",1/9/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",1/10/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",1/11/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",1/12/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",1/13/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",1/14/2010,,0.16,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",1/15/2010,,1.45,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",1/16/2010,,1.36,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",1/17/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",1/18/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",1/19/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",1/20/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",1/21/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",1/22/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",1/23/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",1/24/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",1/25/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",1/26/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",1/27/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",1/28/2010,,0.06,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",1/29/2010,,0.27,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",1/30/2010,,0.05,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",1/31/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",2/1/2010,,0.01,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",2/2/2010,,0.02,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",2/3/2010,,0.94,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",2/4/2010,,1.18,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",2/5/2010,,0.12,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",2/6/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",2/7/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",2/8/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",2/9/2010,,0.2,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",2/10/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",2/11/2010,,0.48,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",2/12/2010,,0.85,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",2/13/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",2/14/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",2/15/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",2/16/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",2/17/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",2/18/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",2/19/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",2/20/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",2/21/2010,,0.02,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",2/22/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",2/23/2010,,0.02,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",2/24/2010,,0.12,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",2/25/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",2/26/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",2/27/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",2/28/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",3/1/2010,,0.36,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",3/2/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",3/3/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",3/4/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",3/5/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",3/6/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",3/7/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",3/8/2010,,0.16,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",3/9/2010,,0.1,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",3/10/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",3/11/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",3/12/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",3/13/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",3/14/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",3/15/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",3/16/2010,,0.2,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",3/17/2010,,0.11,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",3/18/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",3/19/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",3/20/2010,,0.01,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",3/21/2010,,0.88,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",3/22/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",3/23/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",3/24/2010,,0.01,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",3/25/2010,,0.53,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",3/26/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",3/27/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",3/28/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",3/29/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",3/30/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",3/31/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",4/1/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",4/2/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",4/3/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",4/4/2010,,0.02,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",4/5/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",4/6/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",4/7/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",4/8/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",4/9/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",4/10/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",4/11/2010,,0.01,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",4/12/2010,,0.01,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",4/13/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",4/14/2010,,0.02,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",4/15/2010,,0.11,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",4/16/2010,,1.2,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",4/17/2010,,0.54,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",4/18/2010,,1.48,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",4/19/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",4/20/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",4/21/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",4/22/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",4/23/2010,,0.01,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",4/24/2010,,0.02,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",4/25/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",4/26/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",4/27/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",4/28/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",4/29/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",4/30/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",5/1/2010,,0.02,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",5/2/2010,,0.03,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",5/3/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",5/4/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",5/5/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",5/6/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",5/7/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",5/8/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",5/9/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",5/10/2010,,0.01,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",5/11/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",5/12/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",5/13/2010,,0.01,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",5/14/2010,,0.02,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",5/15/2010,,2.26,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",5/16/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",5/17/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",5/18/2010,,0.05,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",5/19/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",5/20/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",5/21/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",5/22/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",5/23/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",5/24/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",5/25/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",5/26/2010,,0.4,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",5/27/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",5/28/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",5/29/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",5/30/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",5/31/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",6/1/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",6/2/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",6/3/2010,,0.94,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",6/4/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",6/5/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",6/6/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",6/7/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",6/8/2010,,0.16,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",6/9/2010,,5.26,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",6/10/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",6/11/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",6/12/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",6/13/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",6/14/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",6/15/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",6/16/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",6/17/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",6/18/2010,,0.01,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",6/19/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",6/20/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",6/21/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",6/22/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",6/23/2010,,0.02,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",6/24/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",6/25/2010,,0.26,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",6/26/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",6/27/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",6/28/2010,,0,,,,,,,,,,,,,,,,,,,,,
US1TXWO0010,"ELMENDORF 5.6 ENE, TX US",6/29/2010,,0,,,,,,,,,,,,,,,,,,,,,
