Date.Time,Depth,Temp,DO,DOsat,pH,Cond
2019-04-25 00:00:00,0.0,19.156,10.455,116.37,8.586,421.801
2019-04-25 00:00:00,0.5,19.137,10.468,115.732,8.578,421.859
2019-04-25 00:00:00,1.0,19.193,10.411,115.345,8.617,419.71
2019-04-25 00:00:00,1.5,19.229,10.414,115.121,8.618,419.609
2019-04-25 00:00:00,2.0,19.171,10.419,114.568,8.571,421.432
2019-04-25 00:00:00,2.5,19.239,10.351,114.83,8.57,421.246
2019-04-25 00:00:00,3.0,19.24,10.353,114.881,8.622,419.246
2019-04-25 00:00:00,3.5,19.191,10.284,113.024,8.591,420.001
2019-04-25 00:00:00,4.0,18.98,9.845,108.295,8.506,422.678
2019-04-25 00:00:00,4.5,18.752,9.627,106.382,8.517,423.377
2019-04-25 00:00:00,5.0,18.735,9.259,101.92,8.465,422.509
2019-04-25 00:00:00,5.5,18.713,9.177,100.399,8.425,420.038
2019-04-25 00:00:00,6.0,18.584,9.03,98.062,8.388,423.5
2019-04-25 00:00:00,6.5,18.607,8.952,97.613,8.408,423.402
2019-04-25 00:00:00,7.0,18.544,8.871,96.073,8.321,424.592
2019-04-25 00:00:00,7.5,18.407,8.446,92.151,8.324,427.015
2019-04-25 00:00:00,8.0,18.444,8.371,90.832,8.262,426.347
2019-04-25 00:00:00,8.5,18.299,8.36,90.755,8.252,427.924
2019-04-25 00:00:00,9.0,18.292,8.218,89.897,8.297,427.455
2019-04-25 00:00:00,9.5,18.374,8.209,89.33,8.296,427.083
2019-04-25 00:00:00,10.0,18.149,7.997,86.905,8.206,428.591
2019-04-25 02:00:00,0.0,19.053,10.182,112.304,8.545,420.973
2019-04-25 02:00:00,0.5,19.093,10.187,112.345,8.505,420.872
2019-04-25 02:00:00,1.0,19.008,10.186,111.684,8.521,421.103
2019-04-25 02:00:00,1.5,19.032,10.112,111.154,8.5,422.716
2019-04-25 02:00:00,2.0,19.019,10.05,110.764,8.508,422.424
2019-04-25 02:00:00,2.5,19.056,9.981,109.84,8.512,422.013
2019-04-25 02:00:00,3.0,18.923,9.979,109.577,8.557,421.71
2019-04-25 02:00:00,3.5,18.954,9.849,108.971,8.522,422.994
2019-04-25 02:00:00,4.0,18.986,9.913,108.669,8.509,422.912
2019-04-25 02:00:00,4.5,18.924,9.848,108.087,8.525,422.772
2019-04-25 02:00:00,5.0,18.939,9.786,107.902,8.525,422.388
2019-04-25 02:00:00,5.5,18.979,9.785,107.853,8.553,420.292
2019-04-25 02:00:00,6.0,18.917,9.786,107.136,8.553,420.146
2019-04-25 02:00:00,6.5,18.936,9.781,107.042,8.553,420.098
2019-04-25 02:00:00,7.0,18.939,9.719,107.363,8.555,420.101
2019-04-25 02:00:00,7.5,18.866,9.709,106.574,8.553,421.973
2019-04-25 02:00:00,8.0,18.773,9.489,103.776,8.455,422.389
2019-04-25 02:00:00,8.5,18.447,8.447,92.265,8.374,424.856
2019-04-25 02:00:00,9.0,18.319,8.428,91.17,8.265,427.847
2019-04-25 02:00:00,9.5,18.211,8.05,86.568,8.195,428.868
2019-04-25 02:00:00,10.0,18.057,7.857,85.468,8.224,429.103
2019-04-25 04:00:00,0.0,18.987,9.85,108.228,8.441,425.802
2019-04-25 04:00:00,0.5,18.919,9.814,108.218,8.54,423.98
2019-04-25 04:00:00,1.0,18.945,9.823,108.787,8.542,423.918
2019-04-25 04:00:00,1.5,18.953,9.829,108.222,8.53,423.903
2019-04-25 04:00:00,2.0,18.983,9.831,108.267,8.541,423.83
2019-04-25 04:00:00,2.5,18.894,9.834,108.79,8.535,423.744
2019-04-25 04:00:00,3.0,18.901,9.775,108.499,8.543,423.731
2019-04-25 04:00:00,3.5,18.905,9.842,108.074,8.536,423.723
2019-04-25 04:00:00,4.0,18.957,9.848,108.259,8.535,423.276
2019-04-25 04:00:00,4.5,18.959,9.851,108.183,8.526,423.281
2019-04-25 04:00:00,5.0,18.933,9.856,108.161,8.526,423.032
2019-04-25 04:00:00,5.5,18.891,9.853,108.142,8.55,421.141
2019-04-25 04:00:00,6.0,18.995,9.857,108.07,8.547,420.882
2019-04-25 04:00:00,6.5,18.912,9.707,106.525,8.55,420.469
2019-04-25 04:00:00,7.0,18.406,8.452,92.097,8.331,426.999
2019-04-25 04:00:00,7.5,18.337,8.357,90.6,8.276,427.757
2019-04-25 04:00:00,8.0,18.303,8.141,88.969,8.311,426.407
2019-04-25 04:00:00,8.5,18.274,8.131,88.078,8.256,428.001
2019-04-25 04:00:00,9.0,18.144,7.992,86.843,8.204,428.138
2019-04-25 04:00:00,9.5,17.928,7.62,81.63,8.134,428.939
2019-04-25 04:00:00,10.0,17.875,7.285,78.98,8.157,428.25
2019-04-25 06:00:00,0.0,18.961,9.742,107.39,8.474,422.582
2019-04-25 06:00:00,0.5,18.919,9.749,106.709,8.473,422.691
2019-04-25 06:00:00,1.0,18.927,9.69,107.455,8.517,422.676
2019-04-25 06:00:00,1.5,18.954,9.691,106.646,8.538,422.619
2019-04-25 06:00:00,2.0,18.912,9.694,106.619,8.537,422.726
2019-04-25 06:00:00,2.5,18.901,9.628,106.98,8.54,422.752
2019-04-25 06:00:00,3.0,18.905,9.629,106.991,8.526,422.734
2019-04-25 06:00:00,3.5,18.926,9.633,106.223,8.547,422.698
2019-04-25 06:00:00,4.0,18.914,9.635,106.07,8.528,422.724
2019-04-25 06:00:00,4.5,18.915,9.575,105.943,8.539,422.731
2019-04-25 06:00:00,5.0,18.906,9.576,105.783,8.542,422.754
2019-04-25 06:00:00,5.5,18.926,9.64,106.268,8.56,420.708
2019-04-25 06:00:00,6.0,18.962,9.574,105.006,8.561,420.604
2019-04-25 06:00:00,6.5,18.877,9.512,105.456,8.558,420.523
2019-04-25 06:00:00,7.0,18.915,9.575,105.028,8.561,420.429
2019-04-25 06:00:00,7.5,18.923,9.571,105.099,8.502,422.411
2019-04-25 06:00:00,8.0,18.946,8.888,97.687,8.442,422.042
2019-04-25 06:00:00,8.5,18.157,7.942,86.477,8.269,428.084
2019-04-25 06:00:00,9.0,17.944,7.531,81.189,8.153,429.305
2019-04-25 06:00:00,9.5,17.763,7.161,77.207,8.181,428.627
2019-04-25 06:00:00,10.0,17.716,7.058,75.997,8.092,428.848
2019-04-25 08:00:00,0.0,18.979,9.582,105.168,8.493,422.53
2019-04-25 08:00:00,0.5,18.954,9.594,105.156,8.481,422.591
2019-04-25 08:00:00,1.0,18.98,9.54,105.49,8.458,422.507
2019-04-25 08:00:00,1.5,18.887,9.608,105.16,8.459,422.441
2019-04-25 08:00:00,2.0,18.97,9.543,104.714,8.465,422.566
2019-04-25 08:00:00,2.5,18.962,9.543,104.606,8.466,422.591
2019-04-25 08:00:00,3.0,18.962,9.473,104.467,8.469,422.581
2019-04-25 08:00:00,3.5,18.962,9.483,104.387,8.489,422.582
2019-04-25 08:00:00,4.0,18.966,9.484,103.545,8.484,422.583
2019-04-25 08:00:00,4.5,18.977,9.482,103.548,8.489,422.548
2019-04-25 08:00:00,5.0,18.992,9.493,103.628,8.484,422.523
2019-04-25 08:00:00,5.5,18.882,9.428,103.956,8.445,422.488
2019-04-25 08:00:00,6.0,18.996,9.493,103.532,8.443,422.521
2019-04-25 08:00:00,6.5,18.905,9.494,103.561,8.446,422.441
2019-04-25 08:00:00,7.0,18.272,8.304,89.74,8.271,426.436
2019-04-25 08:00:00,7.5,18.195,7.905,85.978,8.211,426.86
2019-04-25 08:00:00,8.0,18.212,7.896,85.015,8.204,426.802
2019-04-25 08:00:00,8.5,18.249,7.895,85.145,8.2,426.666
2019-04-25 08:00:00,9.0,18.042,7.762,84.492,8.222,427.593
2019-04-25 08:00:00,9.5,17.911,7.553,81.936,8.183,421.372
2019-04-25 08:00:00,10.0,17.98,7.548,81.313,8.173,421.138
2019-04-25 10:00:00,0.0,18.767,9.463,104.352,8.482,423.484
2019-04-25 10:00:00,0.5,18.852,9.466,104.415,8.485,423.281
2019-04-25 10:00:00,1.0,18.79,9.473,104.389,8.453,423.436
2019-04-25 10:00:00,1.5,18.833,9.481,103.513,8.404,423.642
2019-04-25 10:00:00,2.0,18.832,9.409,103.973,8.482,423.652
2019-04-25 10:00:00,2.5,18.818,9.341,102.773,8.487,423.385
2019-04-25 10:00:00,3.0,18.764,9.278,102.375,8.466,423.521
2019-04-25 10:00:00,3.5,18.873,9.278,101.529,8.489,423.261
2019-04-25 10:00:00,4.0,18.771,9.272,102.339,8.475,423.209
2019-04-25 10:00:00,4.5,18.815,9.276,101.566,8.483,423.107
2019-04-25 10:00:00,5.0,18.85,9.218,101.311,8.483,423.029
2019-04-25 10:00:00,5.5,18.77,9.216,101.354,8.441,422.924
2019-04-25 10:00:00,6.0,18.804,9.209,101.3,8.439,422.845
2019-04-25 10:00:00,6.5,18.868,9.208,101.138,8.438,422.697
2019-04-25 10:00:00,7.0,18.763,9.205,100.548,8.495,420.354
2019-04-25 10:00:00,7.5,18.667,8.984,97.545,8.435,421.313
2019-04-25 10:00:00,8.0,18.266,8.015,87.137,8.292,420.017
2019-04-25 10:00:00,8.5,18.143,7.859,85.118,8.239,415.527
2019-04-25 10:00:00,9.0,18.207,7.792,84.939,8.235,417.248
2019-04-25 10:00:00,9.5,18.173,7.692,83.25,8.239,418.437
2019-04-25 10:00:00,10.0,17.969,7.489,80.682,8.159,421.603
2019-04-25 12:00:00,0.0,18.76,8.942,98.004,8.485,422.593
2019-04-25 12:00:00,0.5,18.818,9.073,99.703,8.452,422.759
2019-04-25 12:00:00,1.0,18.787,9.076,99.721,8.456,422.83
2019-04-25 12:00:00,1.5,18.798,9.081,99.646,8.479,422.817
2019-04-25 12:00:00,2.0,18.809,9.02,99.236,8.48,422.787
2019-04-25 12:00:00,2.5,18.852,9.021,98.539,8.466,422.698
2019-04-25 12:00:00,3.0,18.866,8.96,98.867,8.469,422.636
2019-04-25 12:00:00,3.5,18.8,9.02,98.69,8.487,422.236
2019-04-25 12:00:00,4.0,18.858,9.008,98.605,8.48,422.099
2019-04-25 12:00:00,4.5,18.868,9.071,99.926,8.492,422.07
2019-04-25 12:00:00,5.0,18.657,9.005,99.48,8.444,425.905
2019-04-25 12:00:00,5.5,18.661,9.01,98.607,8.473,423.876
2019-04-25 12:00:00,6.0,18.673,9.013,98.7,8.473,423.833
2019-04-25 12:00:00,6.5,18.689,9.006,98.671,8.475,423.747
2019-04-25 12:00:00,7.0,18.693,8.993,97.512,8.402,423.143
2019-04-25 12:00:00,7.5,18.58,8.579,93.636,8.408,423.954
2019-04-25 12:00:00,8.0,18.445,8.194,89.151,8.34,424.763
2019-04-25 12:00:00,8.5,18.306,7.852,85.184,8.286,422.799
2019-04-25 12:00:00,9.0,18.157,7.613,82.28,8.191,418.493
2019-04-25 12:00:00,9.5,18.069,7.474,80.853,8.204,423.0
2019-04-25 12:00:00,10.0,17.853,7.206,77.073,8.187,427.091
2019-04-25 14:00:00,0.0,18.781,9.267,102.439,8.449,424.845
2019-04-25 14:00:00,0.5,18.836,9.331,102.831,8.474,422.417
2019-04-25 14:00:00,1.0,18.874,9.138,100.814,8.445,424.331
2019-04-25 14:00:00,1.5,18.786,9.013,99.248,8.496,422.25
2019-04-25 14:00:00,2.0,18.786,8.887,97.834,8.478,422.244
2019-04-25 14:00:00,2.5,18.803,8.819,97.481,8.443,424.218
2019-04-25 14:00:00,3.0,18.835,8.886,97.952,8.483,422.147
2019-04-25 14:00:00,3.5,18.846,8.95,98.069,8.443,424.126
2019-04-25 14:00:00,4.0,18.848,8.949,98.187,8.486,422.122
2019-04-25 14:00:00,4.5,18.855,8.945,98.071,8.444,424.117
2019-04-25 14:00:00,5.0,18.754,8.877,97.683,8.441,424.045
2019-04-25 14:00:00,5.5,18.651,8.937,97.65,8.383,423.94
2019-04-25 14:00:00,6.0,18.746,8.924,97.105,8.412,421.492
2019-04-25 14:00:00,6.5,18.72,8.849,96.695,8.379,421.018
2019-04-25 14:00:00,7.0,18.749,8.7,95.03,8.413,416.318
2019-04-25 14:00:00,7.5,18.565,8.477,92.094,8.332,415.453
2019-04-25 14:00:00,8.0,18.459,8.168,88.696,8.307,413.216
2019-04-25 14:00:00,8.5,18.266,7.845,85.954,8.277,416.953
2019-04-25 14:00:00,9.0,18.094,7.542,81.766,8.222,422.465
2019-04-25 14:00:00,9.5,17.913,7.37,79.036,8.128,426.941
2019-04-25 14:00:00,10.0,17.768,7.137,76.535,8.146,428.962
2019-04-25 16:00:00,0.0,19.506,10.401,116.497,8.539,425.11
2019-04-25 16:00:00,0.5,19.246,10.617,117.178,8.506,424.569
2019-04-25 16:00:00,1.0,19.095,10.468,115.659,8.579,423.965
2019-04-25 16:00:00,1.5,19.118,10.41,114.513,8.584,423.572
2019-04-25 16:00:00,2.0,18.897,10.19,112.148,8.578,423.214
2019-04-25 16:00:00,2.5,18.776,9.547,104.858,8.44,422.458
2019-04-25 16:00:00,3.0,18.673,9.141,100.305,8.444,423.984
2019-04-25 16:00:00,3.5,18.746,8.991,98.176,8.393,423.627
2019-04-25 16:00:00,4.0,18.673,8.857,96.774,8.43,421.385
2019-04-25 16:00:00,4.5,18.739,8.904,97.02,8.377,423.094
2019-04-25 16:00:00,5.0,18.664,8.778,96.382,8.382,422.855
2019-04-25 16:00:00,5.5,18.685,8.714,95.227,8.428,418.722
2019-04-25 16:00:00,6.0,18.649,8.772,96.315,8.431,418.326
2019-04-25 16:00:00,6.5,18.606,8.692,95.32,8.392,421.964
2019-04-25 16:00:00,7.0,18.557,8.699,94.516,8.389,421.599
2019-04-25 16:00:00,7.5,18.588,8.606,93.642,8.359,418.896
2019-04-25 16:00:00,8.0,18.487,8.215,89.078,8.277,413.188
2019-04-25 16:00:00,8.5,18.361,7.929,86.175,8.19,414.656
2019-04-25 16:00:00,9.0,18.226,7.729,83.671,8.247,417.735
2019-04-25 16:00:00,9.5,18.009,7.565,82.324,8.235,421.714
2019-04-25 16:00:00,10.0,17.908,7.394,79.627,8.137,425.433
2019-04-25 18:00:00,0.0,21.716,10.801,125.122,8.624,424.311
2019-04-25 18:00:00,0.5,21.033,11.219,128.174,8.619,425.508
2019-04-25 18:00:00,1.0,20.88,11.243,128.081,8.672,422.105
2019-04-25 18:00:00,1.5,20.291,12.102,136.303,8.746,421.955
2019-04-25 18:00:00,2.0,19.445,11.443,127.104,8.69,422.5
2019-04-25 18:00:00,2.5,18.806,10.379,114.08,8.583,420.978
2019-04-25 18:00:00,3.0,18.642,9.336,102.914,8.438,423.535
2019-04-25 18:00:00,3.5,18.698,9.103,99.049,8.422,421.257
2019-04-25 18:00:00,4.0,18.696,8.803,96.45,8.344,420.67
2019-04-25 18:00:00,4.5,18.671,8.738,95.177,8.353,420.201
2019-04-25 18:00:00,5.0,18.501,8.679,94.78,8.315,423.8
2019-04-25 18:00:00,5.5,18.513,8.755,95.628,8.385,423.703
2019-04-25 18:00:00,6.0,18.538,8.753,95.618,8.379,421.552
2019-04-25 18:00:00,6.5,18.567,8.752,95.71,8.386,423.392
2019-04-25 18:00:00,7.0,18.512,8.688,95.976,8.435,421.049
2019-04-25 18:00:00,7.5,18.53,8.744,94.549,8.369,420.927
2019-04-25 18:00:00,8.0,18.616,8.601,93.804,8.347,420.536
2019-04-25 18:00:00,8.5,18.134,8.053,87.209,8.241,415.878
2019-04-25 18:00:00,9.0,18.22,7.698,83.934,8.219,419.04
2019-04-25 18:00:00,9.5,18.085,7.559,81.979,8.141,424.334
2019-04-25 18:00:00,10.0,18.076,7.552,81.739,8.146,426.375
2019-04-25 20:00:00,0.0,22.66,12.042,142.922,8.747,427.754
2019-04-25 20:00:00,0.5,22.736,12.182,144.434,8.732,427.198
2019-04-25 20:00:00,1.0,22.73,12.137,144.911,8.789,427.265
2019-04-25 20:00:00,1.5,22.725,12.012,142.764,8.784,426.425
2019-04-25 20:00:00,2.0,22.6,12.07,142.23,8.809,425.534
2019-04-25 20:00:00,2.5,22.504,12.142,143.219,8.781,427.365
2019-04-25 20:00:00,3.0,19.405,11.817,131.049,8.72,421.127
2019-04-25 20:00:00,3.5,18.83,9.953,109.093,8.536,421.393
2019-04-25 20:00:00,4.0,18.801,9.625,105.219,8.424,418.417
2019-04-25 20:00:00,4.5,18.635,9.164,100.189,8.393,422.857
2019-04-25 20:00:00,5.0,18.574,8.987,98.459,8.361,423.966
2019-04-25 20:00:00,5.5,18.512,8.885,97.276,8.381,423.619
2019-04-25 20:00:00,6.0,18.512,8.878,97.194,8.384,423.558
2019-04-25 20:00:00,6.5,18.548,8.856,96.706,8.363,421.336
2019-04-25 20:00:00,7.0,18.612,8.802,95.794,8.372,421.013
2019-04-25 20:00:00,7.5,18.538,8.727,95.181,8.361,420.714
2019-04-25 20:00:00,8.0,18.449,8.482,92.026,8.288,419.464
2019-04-25 20:00:00,8.5,18.346,8.117,88.452,8.209,417.809
2019-04-25 20:00:00,9.0,18.323,8.118,88.398,8.215,417.816
2019-04-25 20:00:00,9.5,18.335,8.039,87.192,8.199,417.23
2019-04-25 20:00:00,10.0,18.053,7.708,83.002,8.171,424.679
2019-04-25 22:00:00,0.0,23.084,12.505,149.48,8.762,430.23
2019-04-25 22:00:00,0.5,22.901,14.702,175.593,8.773,431.727
2019-04-25 22:00:00,1.0,22.879,12.416,148.926,8.784,428.96
2019-04-25 22:00:00,1.5,22.77,12.326,146.469,8.755,428.072
2019-04-25 22:00:00,2.0,22.246,12.467,145.214,8.761,426.224
2019-04-25 22:00:00,2.5,21.974,12.596,147.652,8.789,426.579
2019-04-25 22:00:00,3.0,21.643,12.476,144.476,8.79,424.742
2019-04-25 22:00:00,3.5,21.226,12.992,149.456,8.77,425.078
2019-04-25 22:00:00,4.0,19.369,11.476,126.541,8.651,420.835
2019-04-25 22:00:00,4.5,18.697,9.309,101.633,8.407,421.925
2019-04-25 22:00:00,5.0,18.553,8.895,97.201,8.393,425.708
2019-04-25 22:00:00,5.5,18.609,8.87,96.787,8.316,423.428
2019-04-25 22:00:00,6.0,18.501,8.816,96.918,8.431,421.267
2019-04-25 22:00:00,6.5,18.563,8.8,95.723,8.372,420.917
2019-04-25 22:00:00,7.0,18.599,8.651,94.809,8.347,420.158
2019-04-25 22:00:00,7.5,18.393,8.416,91.741,8.269,421.401
2019-04-25 22:00:00,8.0,18.455,8.39,91.049,8.312,419.06
2019-04-25 22:00:00,8.5,18.407,8.351,90.721,8.27,421.219
2019-04-25 22:00:00,9.0,18.284,8.109,87.633,8.209,419.617
2019-04-25 22:00:00,9.5,18.359,7.909,85.567,8.219,416.299
2019-04-25 22:00:00,10.0,18.128,7.87,85.464,8.134,417.709
2019-04-26 00:00:00,0.0,22.621,12.723,150.161,8.751,428.585
2019-04-26 00:00:00,0.5,22.39,12.735,149.38,8.801,428.774
2019-04-26 00:00:00,1.0,22.195,12.622,148.995,8.757,429.178
2019-04-26 00:00:00,1.5,21.883,12.708,148.415,8.839,428.968
2019-04-26 00:00:00,2.0,21.642,12.765,148.033,8.823,429.274
2019-04-26 00:00:00,2.5,21.587,12.622,146.618,8.769,428.811
2019-04-26 00:00:00,3.0,21.27,12.426,143.842,8.77,427.863
2019-04-26 00:00:00,3.5,21.333,12.36,142.922,8.804,424.23
2019-04-26 00:00:00,4.0,21.131,12.487,143.117,8.796,425.368
2019-04-26 00:00:00,4.5,18.703,9.26,101.884,8.463,421.15
2019-04-26 00:00:00,5.0,18.636,8.837,96.785,8.419,422.303
2019-04-26 00:00:00,5.5,18.659,8.837,96.879,8.394,422.168
2019-04-26 00:00:00,6.0,18.613,8.831,96.686,8.398,423.751
2019-04-26 00:00:00,6.5,18.535,8.762,95.723,8.376,423.481
2019-04-26 00:00:00,7.0,18.581,8.694,95.397,8.4,423.238
2019-04-26 00:00:00,7.5,18.428,8.452,92.13,8.36,421.685
2019-04-26 00:00:00,8.0,18.398,8.242,89.933,8.302,421.252
2019-04-26 00:00:00,8.5,18.429,8.077,87.563,8.264,420.034
2019-04-26 00:00:00,9.0,18.317,7.928,85.549,8.211,418.943
2019-04-26 00:00:00,9.5,18.35,7.79,84.933,8.245,416.289
2019-04-26 00:00:00,10.0,17.947,7.314,78.597,8.13,424.583
2019-04-26 02:00:00,0.0,21.131,12.267,141.356,8.763,427.67
2019-04-26 02:00:00,0.5,20.888,12.319,141.349,8.687,426.787
2019-04-26 02:00:00,1.0,20.818,12.218,139.657,8.752,426.271
2019-04-26 02:00:00,1.5,20.711,12.153,138.248,8.802,425.649
2019-04-26 02:00:00,2.0,20.692,12.015,137.467,8.764,427.19
2019-04-26 02:00:00,2.5,20.315,12.016,136.729,8.767,425.472
2019-04-26 02:00:00,3.0,20.241,11.815,133.534,8.754,425.358
2019-04-26 02:00:00,3.5,20.106,11.576,130.769,8.715,425.966
2019-04-26 02:00:00,4.0,20.052,11.475,128.341,8.741,422.787
2019-04-26 02:00:00,4.5,19.943,11.464,128.597,8.732,423.365
2019-04-26 02:00:00,5.0,18.702,9.451,103.654,8.481,420.755
2019-04-26 02:00:00,5.5,18.731,8.786,95.657,8.41,420.589
2019-04-26 02:00:00,6.0,18.677,8.771,95.673,8.404,422.231
2019-04-26 02:00:00,6.5,18.707,8.708,95.32,8.404,422.058
2019-04-26 02:00:00,7.0,18.561,8.705,95.342,8.405,423.558
2019-04-26 02:00:00,7.5,18.533,8.555,93.476,8.322,422.559
2019-04-26 02:00:00,8.0,18.407,8.386,91.74,8.319,423.989
2019-04-26 02:00:00,8.5,18.489,8.089,88.233,8.255,420.072
2019-04-26 02:00:00,9.0,18.254,7.91,86.376,8.308,419.993
2019-04-26 02:00:00,9.5,18.307,7.839,85.153,8.212,419.737
2019-04-26 02:00:00,10.0,17.833,7.035,75.926,8.135,422.761
2019-04-26 04:00:00,0.0,21.276,12.348,142.639,8.754,424.01
2019-04-26 04:00:00,0.5,21.168,12.36,142.559,8.803,425.302
2019-04-26 04:00:00,1.0,20.6,12.075,137.532,8.752,427.823
2019-04-26 04:00:00,1.5,20.224,11.866,133.241,8.746,422.839
2019-04-26 04:00:00,2.0,20.134,11.664,131.117,8.748,422.247
2019-04-26 04:00:00,2.5,20.098,11.601,130.612,8.717,425.923
2019-04-26 04:00:00,3.0,20.114,11.404,128.7,8.717,424.47
2019-04-26 04:00:00,3.5,19.936,11.189,125.611,8.702,424.027
2019-04-26 04:00:00,4.0,19.831,11.246,125.08,8.67,422.237
2019-04-26 04:00:00,4.5,19.237,9.672,106.781,8.529,421.819
2019-04-26 04:00:00,5.0,18.993,8.821,97.11,8.449,420.841
2019-04-26 04:00:00,5.5,18.709,8.853,96.75,8.393,422.597
2019-04-26 04:00:00,6.0,18.631,8.836,96.566,8.404,422.344
2019-04-26 04:00:00,6.5,18.586,8.77,95.516,8.381,423.951
2019-04-26 04:00:00,7.0,18.559,8.695,95.12,8.436,421.474
2019-04-26 04:00:00,7.5,18.564,8.618,93.851,8.319,422.871
2019-04-26 04:00:00,8.0,18.408,8.317,90.526,8.34,423.94
2019-04-26 04:00:00,8.5,18.427,8.23,89.105,8.298,420.779
2019-04-26 04:00:00,9.0,18.414,8.016,87.993,8.27,420.28
2019-04-26 04:00:00,9.5,18.025,7.288,78.722,8.144,419.966
2019-04-26 04:00:00,10.0,17.756,7.051,75.901,8.082,427.753
2019-04-26 06:00:00,0.0,21.358,12.308,141.486,8.735,424.917
2019-04-26 06:00:00,0.5,21.351,12.3,141.352,8.76,424.957
2019-04-26 06:00:00,1.0,21.271,12.299,141.703,8.769,424.731
2019-04-26 06:00:00,1.5,21.279,12.24,141.823,8.779,424.062
2019-04-26 06:00:00,2.0,21.177,12.175,139.092,8.784,424.7
2019-04-26 06:00:00,2.5,20.913,12.039,137.499,8.756,426.593
2019-04-26 06:00:00,3.0,20.791,11.909,136.358,8.789,427.442
2019-04-26 06:00:00,3.5,20.18,11.537,130.808,8.723,425.074
2019-04-26 06:00:00,4.0,19.967,11.393,128.39,8.708,425.729
2019-04-26 06:00:00,4.5,19.941,11.262,126.644,8.727,425.363
2019-04-26 06:00:00,5.0,19.847,11.037,123.123,8.648,424.698
2019-04-26 06:00:00,5.5,18.756,9.112,99.63,8.416,419.118
2019-04-26 06:00:00,6.0,18.756,8.699,95.973,8.41,418.144
2019-04-26 06:00:00,6.5,18.669,8.762,95.605,8.406,420.839
2019-04-26 06:00:00,7.0,18.693,8.766,96.428,8.41,420.681
2019-04-26 06:00:00,7.5,18.738,8.758,95.508,8.428,420.441
2019-04-26 06:00:00,8.0,18.546,8.604,93.522,8.356,421.039
2019-04-26 06:00:00,8.5,18.581,8.461,92.144,8.365,420.316
2019-04-26 06:00:00,9.0,18.434,8.235,89.771,8.265,423.835
2019-04-26 06:00:00,9.5,18.333,7.934,86.177,8.25,419.65
2019-04-26 06:00:00,10.0,18.037,7.088,76.198,8.083,420.213
2019-04-26 08:00:00,0.0,20.936,11.767,135.609,8.765,426.949
2019-04-26 08:00:00,0.5,20.924,11.702,134.988,8.766,426.429
2019-04-26 08:00:00,1.0,20.792,11.638,133.567,8.77,427.326
2019-04-26 08:00:00,1.5,20.655,11.504,131.832,8.778,426.621
2019-04-26 08:00:00,2.0,20.39,11.494,129.222,8.749,425.527
2019-04-26 08:00:00,2.5,20.258,11.35,127.51,8.746,424.064
2019-04-26 08:00:00,3.0,20.187,11.217,126.956,8.708,426.427
2019-04-26 08:00:00,3.5,20.049,11.204,126.154,8.702,427.565
2019-04-26 08:00:00,4.0,19.894,11.06,123.611,8.674,425.433
2019-04-26 08:00:00,4.5,19.78,10.79,121.466,8.672,425.201
2019-04-26 08:00:00,5.0,19.868,10.774,120.074,8.655,424.079
2019-04-26 08:00:00,5.5,19.757,10.715,119.704,8.656,422.038
2019-04-26 08:00:00,6.0,19.726,10.643,119.474,8.659,422.473
2019-04-26 08:00:00,6.5,19.547,9.807,108.71,8.515,420.3
2019-04-26 08:00:00,7.0,18.655,8.772,96.158,8.416,419.331
2019-04-26 08:00:00,7.5,18.538,8.546,93.96,8.341,421.617
2019-04-26 08:00:00,8.0,18.56,8.54,93.074,8.347,421.479
2019-04-26 08:00:00,8.5,18.55,8.539,93.349,8.347,421.484
2019-04-26 08:00:00,9.0,18.414,8.087,87.537,8.276,420.881
2019-04-26 08:00:00,9.5,18.272,7.897,85.702,8.246,418.902
2019-04-26 08:00:00,10.0,17.766,6.921,74.921,8.077,427.774
2019-04-26 10:00:00,0.0,20.635,11.451,130.522,8.68,427.693
2019-04-26 10:00:00,0.5,20.743,11.499,130.639,8.69,427.771
2019-04-26 10:00:00,1.0,20.748,11.451,131.938,8.752,427.755
2019-04-26 10:00:00,1.5,20.656,11.454,130.488,8.755,427.622
2019-04-26 10:00:00,2.0,20.116,10.867,122.49,8.634,426.357
2019-04-26 10:00:00,2.5,20.047,10.857,121.561,8.657,426.164
2019-04-26 10:00:00,3.0,19.918,10.728,120.875,8.641,427.736
2019-04-26 10:00:00,3.5,19.996,10.728,120.232,8.661,427.432
2019-04-26 10:00:00,4.0,19.937,10.725,120.139,8.645,426.319
2019-04-26 10:00:00,4.5,19.834,10.525,118.362,8.653,427.823
2019-04-26 10:00:00,5.0,19.777,10.58,118.704,8.645,427.587
2019-04-26 10:00:00,5.5,19.685,10.58,118.931,8.683,423.767
2019-04-26 10:00:00,6.0,19.818,10.452,117.949,8.635,425.42
2019-04-26 10:00:00,6.5,19.733,10.442,117.385,8.679,423.602
2019-04-26 10:00:00,7.0,19.704,10.291,114.891,8.613,422.066
2019-04-26 10:00:00,7.5,18.739,8.772,95.529,8.406,419.477
2019-04-26 10:00:00,8.0,18.615,8.408,92.477,8.343,421.19
2019-04-26 10:00:00,8.5,18.511,8.405,92.436,8.359,421.111
2019-04-26 10:00:00,9.0,18.388,8.093,88.308,8.279,419.984
2019-04-26 10:00:00,9.5,18.126,7.218,78.336,8.113,416.575
