STATION,NAME,DATE,TAVG,TMAX,TMIN
US1TXBXR058,"HOLLYWOOD PARK 3.3 ENE, TX US",5/24/2011,,,
US1TXBXR058,"HOLLYWOOD PARK 3.3 ENE, TX US",5/25/2011,,,
US1TXBXR058,"HOLLYWOOD PARK 3.3 ENE, TX US",5/26/2011,,,
US1TXBXR058,"HOLLYWOOD PARK 3.3 ENE, TX US",5/27/2011,,,
US1TXBXR058,"HOLLYWOOD PARK 3.3 ENE, TX US",5/28/2011,,,
US1TXBXR058,"HOLLYWOOD PARK 3.3 ENE, TX US",5/29/2011,,,
US1TXBXR058,"HOLLYWOOD PARK 3.3 ENE, TX US",5/30/2011,,,
US1TXBXR058,"HOLLYWOOD PARK 3.3 ENE, TX US",5/31/2011,,,
US1TXBXR058,"HOLLYWOOD PARK 3.3 ENE, TX US",6/1/2011,,,
US1TXBXR058,"HOLLYWOOD PARK 3.3 ENE, TX US",6/2/2011,,,
US1TXBXR058,"HOLLYWOOD PARK 3.3 ENE, TX US",6/3/2011,,,
US1TXBXR058,"HOLLYWOOD PARK 3.3 ENE, TX US",6/4/2011,,,
US1TXBXR058,"HOLLYWOOD PARK 3.3 ENE, TX US",6/5/2011,,,
US1TXBXR058,"HOLLYWOOD PARK 3.3 ENE, TX US",6/6/2011,,,
US1TXBXR058,"HOLLYWOOD PARK 3.3 ENE, TX US",6/7/2011,,,
US1TXBXR058,"HOLLYWOOD PARK 3.3 ENE, TX US",6/8/2011,,,
US1TXBXR058,"HOLLYWOOD PARK 3.3 ENE, TX US",6/9/2011,,,
US1TXBXR058,"HOLLYWOOD PARK 3.3 ENE, TX US",6/10/2011,,,
US1TXBXR058,"HOLLYWOOD PARK 3.3 ENE, TX US",6/11/2011,,,
US1TXBXR058,"HOLLYWOOD PARK 3.3 ENE, TX US",6/12/2011,,,
US1TXBXR058,"HOLLYWOOD PARK 3.3 ENE, TX US",6/13/2011,,,
US1TXBXR058,"HOLLYWOOD PARK 3.3 ENE, TX US",6/14/2011,,,
US1TXBXR058,"HOLLYWOOD PARK 3.3 ENE, TX US",6/15/2011,,,
US1TXBXR058,"HOLLYWOOD PARK 3.3 ENE, TX US",6/16/2011,,,
US1TXBXR058,"HOLLYWOOD PARK 3.3 ENE, TX US",6/17/2011,,,
US1TXBXR058,"HOLLYWOOD PARK 3.3 ENE, TX US",6/18/2011,,,
US1TXBXR058,"HOLLYWOOD PARK 3.3 ENE, TX US",6/19/2011,,,
US1TXBXR058,"HOLLYWOOD PARK 3.3 ENE, TX US",6/20/2011,,,
US1TXBXR058,"HOLLYWOOD PARK 3.3 ENE, TX US",6/21/2011,,,
US1TXBXR058,"HOLLYWOOD PARK 3.3 ENE, TX US",6/22/2011,,,
US1TXBXR058,"HOLLYWOOD PARK 3.3 ENE, TX US",6/23/2011,,,
US1TXBXR058,"HOLLYWOOD PARK 3.3 ENE, TX US",6/24/2011,,,
US1TXBXR058,"HOLLYWOOD PARK 3.3 ENE, TX US",6/25/2011,,,
US1TXBXR058,"HOLLYWOOD PARK 3.3 ENE, TX US",6/26/2011,,,
US1TXBXR058,"HOLLYWOOD PARK 3.3 ENE, TX US",6/27/2011,,,
US1TXBXR058,"HOLLYWOOD PARK 3.3 ENE, TX US",6/28/2011,,,
US1TXBXR058,"HOLLYWOOD PARK 3.3 ENE, TX US",6/29/2011,,,
US1TXBXR058,"HOLLYWOOD PARK 3.3 ENE, TX US",6/30/2011,,,
US1TXBXR058,"HOLLYWOOD PARK 3.3 ENE, TX US",7/1/2011,,,
US1TXBXR058,"HOLLYWOOD PARK 3.3 ENE, TX US",7/2/2011,,,
US1TXBXR058,"HOLLYWOOD PARK 3.3 ENE, TX US",7/3/2011,,,
US1TXBXR058,"HOLLYWOOD PARK 3.3 ENE, TX US",7/4/2011,,,
US1TXBXR058,"HOLLYWOOD PARK 3.3 ENE, TX US",7/5/2011,,,
US1TXBXR058,"HOLLYWOOD PARK 3.3 ENE, TX US",7/6/2011,,,
US1TXBXR058,"HOLLYWOOD PARK 3.3 ENE, TX US",7/7/2011,,,
US1TXBXR058,"HOLLYWOOD PARK 3.3 ENE, TX US",7/8/2011,,,
US1TXBXR058,"HOLLYWOOD PARK 3.3 ENE, TX US",7/9/2011,,,
US1TXBXR058,"HOLLYWOOD PARK 3.3 ENE, TX US",7/10/2011,,,
US1TXBXR058,"HOLLYWOOD PARK 3.3 ENE, TX US",7/11/2011,,,
US1TXBXR058,"HOLLYWOOD PARK 3.3 ENE, TX US",7/12/2011,,,
US1TXBXR058,"HOLLYWOOD PARK 3.3 ENE, TX US",7/13/2011,,,
US1TXBXR058,"HOLLYWOOD PARK 3.3 ENE, TX US",7/14/2011,,,
US1TXBXR058,"HOLLYWOOD PARK 3.3 ENE, TX US",7/15/2011,,,
US1TXBXR058,"HOLLYWOOD PARK 3.3 ENE, TX US",7/16/2011,,,
US1TXBXR058,"HOLLYWOOD PARK 3.3 ENE, TX US",7/17/2011,,,
US1TXBXR058,"HOLLYWOOD PARK 3.3 ENE, TX US",7/18/2011,,,
US1TXBXR058,"HOLLYWOOD PARK 3.3 ENE, TX US",7/19/2011,,,
US1TXBXR058,"HOLLYWOOD PARK 3.3 ENE, TX US",7/20/2011,,,
US1TXBXR058,"HOLLYWOOD PARK 3.3 ENE, TX US",7/21/2011,,,
US1TXBXR058,"HOLLYWOOD PARK 3.3 ENE, TX US",7/22/2011,,,
US1TXBXR058,"HOLLYWOOD PARK 3.3 ENE, TX US",7/23/2011,,,
US1TXBXR058,"HOLLYWOOD PARK 3.3 ENE, TX US",7/24/2011,,,
US1TXBXR058,"HOLLYWOOD PARK 3.3 ENE, TX US",7/25/2011,,,
US1TXBXR058,"HOLLYWOOD PARK 3.3 ENE, TX US",7/26/2011,,,
US1TXBXR058,"HOLLYWOOD PARK 3.3 ENE, TX US",7/27/2011,,,
US1TXBXR058,"HOLLYWOOD PARK 3.3 ENE, TX US",7/28/2011,,,
US1TXBXR058,"HOLLYWOOD PARK 3.3 ENE, TX US",7/29/2011,,,
US1TXBXR058,"HOLLYWOOD PARK 3.3 ENE, TX US",7/30/2011,,,
US1TXBXR058,"HOLLYWOOD PARK 3.3 ENE, TX US",7/31/2011,,,
US1TXCML079,"NEW BRAUNFELS 5.0 W, TX US",7/3/2011,,,
US1TXCML079,"NEW BRAUNFELS 5.0 W, TX US",7/4/2011,,,
US1TXCML079,"NEW BRAUNFELS 5.0 W, TX US",7/5/2011,,,
US1TXCML079,"NEW BRAUNFELS 5.0 W, TX US",7/6/2011,,,
US1TXCML079,"NEW BRAUNFELS 5.0 W, TX US",7/7/2011,,,
US1TXCML079,"NEW BRAUNFELS 5.0 W, TX US",7/8/2011,,,
US1TXCML079,"NEW BRAUNFELS 5.0 W, TX US",7/9/2011,,,
US1TXCML079,"NEW BRAUNFELS 5.0 W, TX US",7/10/2011,,,
US1TXCML079,"NEW BRAUNFELS 5.0 W, TX US",7/11/2011,,,
US1TXCML079,"NEW BRAUNFELS 5.0 W, TX US",7/12/2011,,,
US1TXCML079,"NEW BRAUNFELS 5.0 W, TX US",7/26/2011,,,
US1TXCML079,"NEW BRAUNFELS 5.0 W, TX US",7/27/2011,,,
US1TXCML079,"NEW BRAUNFELS 5.0 W, TX US",7/28/2011,,,
US1TXCML079,"NEW BRAUNFELS 5.0 W, TX US",7/29/2011,,,
US1TXCML079,"NEW BRAUNFELS 5.0 W, TX US",7/30/2011,,,
US1TXCML079,"NEW BRAUNFELS 5.0 W, TX US",7/31/2011,,,
US1TXMDN016,"CASTROVILLE 4.0 SW, TX US",1/14/2010,,,
US1TXMDN016,"CASTROVILLE 4.0 SW, TX US",1/15/2010,,,
US1TXMDN016,"CASTROVILLE 4.0 SW, TX US",1/16/2010,,,
US1TXMDN016,"CASTROVILLE 4.0 SW, TX US",1/22/2010,,,
US1TXMDN016,"CASTROVILLE 4.0 SW, TX US",1/29/2010,,,
US1TXMDN016,"CASTROVILLE 4.0 SW, TX US",2/3/2010,,,
US1TXMDN016,"CASTROVILLE 4.0 SW, TX US",2/4/2010,,,
US1TXMDN016,"CASTROVILLE 4.0 SW, TX US",2/5/2010,,,
US1TXMDN016,"CASTROVILLE 4.0 SW, TX US",2/7/2010,,,
US1TXMDN016,"CASTROVILLE 4.0 SW, TX US",2/8/2010,,,
US1TXMDN016,"CASTROVILLE 4.0 SW, TX US",2/9/2010,,,
US1TXMDN016,"CASTROVILLE 4.0 SW, TX US",2/10/2010,,,
US1TXMDN016,"CASTROVILLE 4.0 SW, TX US",2/11/2010,,,
US1TXMDN016,"CASTROVILLE 4.0 SW, TX US",2/21/2010,,,
US1TXMDN016,"CASTROVILLE 4.0 SW, TX US",2/23/2010,,,
US1TXMDN016,"CASTROVILLE 4.0 SW, TX US",2/24/2010,,,
US1TXMDN016,"CASTROVILLE 4.0 SW, TX US",3/1/2010,,,
US1TXMDN016,"CASTROVILLE 4.0 SW, TX US",3/8/2010,,,
US1TXMDN016,"CASTROVILLE 4.0 SW, TX US",3/9/2010,,,
US1TXMDN016,"CASTROVILLE 4.0 SW, TX US",3/16/2010,,,
US1TXMDN016,"CASTROVILLE 4.0 SW, TX US",3/20/2010,,,
US1TXMDN016,"CASTROVILLE 4.0 SW, TX US",4/4/2010,,,
US1TXMDN016,"CASTROVILLE 4.0 SW, TX US",4/14/2010,,,
US1TXMDN016,"CASTROVILLE 4.0 SW, TX US",4/15/2010,,,
US1TXMDN016,"CASTROVILLE 4.0 SW, TX US",4/16/2010,,,
US1TXMDN016,"CASTROVILLE 4.0 SW, TX US",4/17/2010,,,
US1TXMDN016,"CASTROVILLE 4.0 SW, TX US",4/18/2010,,,
US1TXMDN016,"CASTROVILLE 4.0 SW, TX US",4/23/2010,,,
US1TXMDN016,"CASTROVILLE 4.0 SW, TX US",4/24/2010,,,
US1TXMDN016,"CASTROVILLE 4.0 SW, TX US",5/10/2010,,,
US1TXMDN016,"CASTROVILLE 4.0 SW, TX US",5/14/2010,,,
US1TXMDN016,"CASTROVILLE 4.0 SW, TX US",5/15/2010,,,
US1TXMDN016,"CASTROVILLE 4.0 SW, TX US",5/17/2010,,,
US1TXMDN016,"CASTROVILLE 4.0 SW, TX US",5/18/2010,,,
US1TXMDN016,"CASTROVILLE 4.0 SW, TX US",5/24/2010,,,
US1TXMDN016,"CASTROVILLE 4.0 SW, TX US",5/25/2010,,,
US1TXMDN016,"CASTROVILLE 4.0 SW, TX US",5/26/2010,,,
US1TXMDN016,"CASTROVILLE 4.0 SW, TX US",6/3/2010,,,
US1TXMDN016,"CASTROVILLE 4.0 SW, TX US",6/9/2010,,,
US1TXMDN016,"CASTROVILLE 4.0 SW, TX US",6/17/2010,,,
US1TXMDN016,"CASTROVILLE 4.0 SW, TX US",6/18/2010,,,
US1TXMDN016,"CASTROVILLE 4.0 SW, TX US",6/29/2010,,,
US1TXMDN016,"CASTROVILLE 4.0 SW, TX US",7/1/2010,,,
US1TXMDN016,"CASTROVILLE 4.0 SW, TX US",7/2/2010,,,
US1TXMDN016,"CASTROVILLE 4.0 SW, TX US",7/3/2010,,,
US1TXMDN016,"CASTROVILLE 4.0 SW, TX US",7/10/2010,,,
US1TXMDN016,"CASTROVILLE 4.0 SW, TX US",7/12/2010,,,
US1TXMDN016,"CASTROVILLE 4.0 SW, TX US",7/23/2010,,,
US1TXMDN016,"CASTROVILLE 4.0 SW, TX US",7/28/2010,,,
US1TXMDN016,"CASTROVILLE 4.0 SW, TX US",7/29/2010,,,
US1TXMDN016,"CASTROVILLE 4.0 SW, TX US",9/3/2010,,,
US1TXMDN016,"CASTROVILLE 4.0 SW, TX US",9/4/2010,,,
US1TXMDN016,"CASTROVILLE 4.0 SW, TX US",9/7/2010,,,
US1TXMDN016,"CASTROVILLE 4.0 SW, TX US",9/8/2010,,,
US1TXMDN016,"CASTROVILLE 4.0 SW, TX US",9/9/2010,,,
US1TXMDN016,"CASTROVILLE 4.0 SW, TX US",9/19/2010,,,
US1TXMDN016,"CASTROVILLE 4.0 SW, TX US",9/20/2010,,,
US1TXMDN016,"CASTROVILLE 4.0 SW, TX US",9/21/2010,,,
US1TXMDN016,"CASTROVILLE 4.0 SW, TX US",9/22/2010,,,
US1TXMDN016,"CASTROVILLE 4.0 SW, TX US",9/23/2010,,,
US1TXMDN016,"CASTROVILLE 4.0 SW, TX US",9/24/2010,,,
US1TXMDN016,"CASTROVILLE 4.0 SW, TX US",9/26/2010,,,
US1TXMDN016,"CASTROVILLE 4.0 SW, TX US",9/27/2010,,,
US1TXMDN016,"CASTROVILLE 4.0 SW, TX US",10/13/2010,,,
US1TXMDN016,"CASTROVILLE 4.0 SW, TX US",10/22/2010,,,
US1TXMDN016,"CASTROVILLE 4.0 SW, TX US",10/23/2010,,,
US1TXMDN016,"CASTROVILLE 4.0 SW, TX US",12/25/2010,,,
US1TXMDN016,"CASTROVILLE 4.0 SW, TX US",12/29/2010,,,
US1TXMDN016,"CASTROVILLE 4.0 SW, TX US",1/9/2011,,,
US1TXMDN016,"CASTROVILLE 4.0 SW, TX US",1/15/2011,,,
US1TXMDN016,"CASTROVILLE 4.0 SW, TX US",1/16/2011,,,
US1TXMDN016,"CASTROVILLE 4.0 SW, TX US",1/17/2011,,,
US1TXMDN016,"CASTROVILLE 4.0 SW, TX US",2/1/2011,,,
US1TXMDN016,"CASTROVILLE 4.0 SW, TX US",5/13/2011,,,
US1TXMDN016,"CASTROVILLE 4.0 SW, TX US",5/14/2011,,,
US1TXMDN016,"CASTROVILLE 4.0 SW, TX US",6/6/2011,,,
US1TXMDN016,"CASTROVILLE 4.0 SW, TX US",6/10/2011,,,
US1TXMDN016,"CASTROVILLE 4.0 SW, TX US",6/12/2011,,,
US1TXMDN016,"CASTROVILLE 4.0 SW, TX US",6/13/2011,,,
US1TXMDN016,"CASTROVILLE 4.0 SW, TX US",6/14/2011,,,
US1TXMDN016,"CASTROVILLE 4.0 SW, TX US",6/15/2011,,,
US1TXMDN016,"CASTROVILLE 4.0 SW, TX US",6/16/2011,,,
US1TXMDN016,"CASTROVILLE 4.0 SW, TX US",6/17/2011,,,
US1TXMDN016,"CASTROVILLE 4.0 SW, TX US",6/18/2011,,,
US1TXMDN016,"CASTROVILLE 4.0 SW, TX US",6/21/2011,,,
US1TXMDN016,"CASTROVILLE 4.0 SW, TX US",6/22/2011,,,
US1TXMDN016,"CASTROVILLE 4.0 SW, TX US",6/23/2011,,,
US1TXMDN016,"CASTROVILLE 4.0 SW, TX US",6/27/2011,,,
US1TXMDN016,"CASTROVILLE 4.0 SW, TX US",6/28/2011,,,
US1TXMDN016,"CASTROVILLE 4.0 SW, TX US",7/4/2011,,,
US1TXMDN016,"CASTROVILLE 4.0 SW, TX US",7/11/2011,,,
US1TXMDN016,"CASTROVILLE 4.0 SW, TX US",7/18/2011,,,
US1TXMDN016,"CASTROVILLE 4.0 SW, TX US",7/19/2011,,,
US1TXMDN016,"CASTROVILLE 4.0 SW, TX US",7/20/2011,,,
US1TXMDN016,"CASTROVILLE 4.0 SW, TX US",7/21/2011,,,
US1TXMDN016,"CASTROVILLE 4.0 SW, TX US",7/22/2011,,,
US1TXMDN016,"CASTROVILLE 4.0 SW, TX US",7/24/2011,,,
US1TXMDN016,"CASTROVILLE 4.0 SW, TX US",7/25/2011,,,
US1TXMDN016,"CASTROVILLE 4.0 SW, TX US",7/26/2011,,,
US1TXMDN016,"CASTROVILLE 4.0 SW, TX US",7/29/2011,,,
US1TXMDN016,"CASTROVILLE 4.0 SW, TX US",7/31/2011,,,
US1TXBXR174,"HELOTES 1.3 NE, TX US",11/22/2010,,,
US1TXBXR174,"HELOTES 1.3 NE, TX US",1/5/2011,,,
US1TXBXR174,"HELOTES 1.3 NE, TX US",1/9/2011,,,
US1TXBXR174,"HELOTES 1.3 NE, TX US",1/11/2011,,,
US1TXBXR174,"HELOTES 1.3 NE, TX US",1/15/2011,,,
US1TXBXR174,"HELOTES 1.3 NE, TX US",1/16/2011,,,
US1TXBXR174,"HELOTES 1.3 NE, TX US",1/17/2011,,,
US1TXBXR174,"HELOTES 1.3 NE, TX US",2/1/2011,,,
US1TXBXR174,"HELOTES 1.3 NE, TX US",2/9/2011,,,
US1TXBXR174,"HELOTES 1.3 NE, TX US",2/18/2011,,,
US1TXBXR174,"HELOTES 1.3 NE, TX US",2/19/2011,,,
US1TXBXR174,"HELOTES 1.3 NE, TX US",2/20/2011,,,
US1TXBXR174,"HELOTES 1.3 NE, TX US",2/23/2011,,,
US1TXBXR174,"HELOTES 1.3 NE, TX US",2/24/2011,,,
US1TXBXR174,"HELOTES 1.3 NE, TX US",2/25/2011,,,
US1TXBXR174,"HELOTES 1.3 NE, TX US",2/27/2011,,,
US1TXBXR174,"HELOTES 1.3 NE, TX US",5/13/2011,,,
US1TXBXR174,"HELOTES 1.3 NE, TX US",6/8/2011,,,
US1TXBXR174,"HELOTES 1.3 NE, TX US",6/9/2011,,,
US1TXBXR174,"HELOTES 1.3 NE, TX US",6/22/2011,,,
US1TXBXR174,"HELOTES 1.3 NE, TX US",7/11/2011,,,
US1TXBXR174,"HELOTES 1.3 NE, TX US",7/31/2011,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",9/20/2010,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",9/21/2010,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",9/22/2010,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",9/23/2010,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",9/24/2010,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",9/25/2010,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",9/26/2010,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",9/27/2010,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",9/28/2010,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",9/29/2010,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",9/30/2010,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",10/1/2010,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",10/2/2010,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",10/3/2010,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",10/4/2010,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",10/5/2010,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",10/6/2010,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",10/7/2010,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",10/8/2010,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",10/9/2010,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",10/10/2010,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",10/11/2010,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",10/12/2010,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",10/13/2010,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",10/14/2010,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",10/15/2010,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",10/16/2010,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",10/17/2010,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",10/18/2010,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",10/19/2010,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",10/20/2010,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",10/21/2010,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",10/22/2010,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",10/23/2010,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",11/2/2010,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",11/3/2010,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",11/4/2010,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",11/5/2010,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",11/6/2010,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",11/7/2010,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",11/8/2010,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",11/9/2010,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",11/10/2010,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",11/11/2010,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",11/12/2010,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",11/13/2010,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",11/14/2010,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",11/15/2010,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",11/16/2010,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",11/17/2010,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",11/24/2010,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",11/25/2010,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",11/26/2010,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",11/27/2010,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",11/28/2010,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",11/29/2010,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",11/30/2010,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",12/1/2010,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",12/2/2010,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",12/3/2010,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",12/4/2010,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",12/5/2010,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",12/6/2010,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",12/7/2010,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",12/8/2010,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",12/9/2010,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",12/10/2010,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",12/11/2010,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",12/12/2010,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",12/13/2010,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",12/14/2010,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",12/15/2010,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",12/16/2010,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",12/17/2010,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",12/18/2010,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",12/19/2010,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",12/20/2010,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",12/21/2010,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",12/22/2010,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",12/23/2010,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",12/24/2010,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",12/25/2010,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",12/26/2010,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",12/29/2010,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",1/3/2011,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",1/5/2011,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",1/6/2011,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",1/7/2011,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",1/8/2011,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",1/9/2011,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",1/10/2011,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",1/11/2011,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",1/12/2011,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",1/13/2011,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",1/14/2011,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",1/15/2011,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",1/16/2011,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",1/17/2011,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",1/18/2011,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",1/19/2011,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",1/20/2011,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",1/21/2011,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",1/22/2011,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",1/23/2011,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",1/24/2011,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",1/25/2011,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",1/26/2011,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",1/27/2011,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",1/28/2011,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",1/29/2011,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",1/30/2011,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",1/31/2011,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",2/1/2011,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",2/2/2011,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",2/3/2011,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",2/4/2011,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",2/5/2011,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",2/6/2011,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",2/7/2011,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",2/8/2011,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",2/9/2011,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",2/10/2011,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",2/11/2011,,,
US1TXCML072,"NEW BRAUNFELS 2.2 WNW, TX US",2/12/2011,,,
